Border,Date,Measure,Value,Average 
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,733536,654536
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,420116,505462
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,300906,334259
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,228694,279233
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,208710,130907
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,150032,97977
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,116892,97969
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,64720,42864
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,49754,41025
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,49378,31511
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,43810,36181
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,41842,38411
US-Canada Border,09/01/2000 12:00:00 AM,Buses,41504,29361
US-Canada Border,09/01/2000 12:00:00 AM,Trains,5616,5452
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,3072,2282
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,1238,1130
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,40771390,36104514
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20775316,15404024
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,15572014,13437908
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicles,8188250,6306629
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,7783888,7199416
US-Canada Border,08/01/2000 12:00:00 AM,Trucks,1263746,1035337
US-Canada Border,08/01/2000 12:00:00 AM,Bus Passengers,1174422,692055
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Full,896668,583989
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,821806,651494
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,522944,505144
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,357426,333837
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,287734,279078
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Full,205924,129543
US-Canada Border,08/01/2000 12:00:00 AM,Pedestrians,166104,96731
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Empty,152568,96984
US-Canada Border,08/01/2000 12:00:00 AM,Train Passengers,80432,40309
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Empty,66964,42426
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,47474,38246
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,46238,31243
US-Canada Border,08/01/2000 12:00:00 AM,Buses,43346,29106
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,40892,36096
US-Canada Border,08/01/2000 12:00:00 AM,Trains,5760,5446
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,2668,2275
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,1196,1128
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,41021186,36013465
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,21373524,15293478
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,15566902,13398482
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,8318716,6269368
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,8176006,7181331
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,1151612,683545
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,1057670,1034924
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,843094,579191
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,714850,650321
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,614830,503113
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,383770,332913
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,314314,278426
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Full,191340,128399
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Empty,161686,95786
US-Canada Border,07/01/2000 12:00:00 AM,Pedestrians,159784,95563
US-Canada Border,07/01/2000 12:00:00 AM,Train Passengers,73386,39696
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Empty,67140,41968
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,51652,30865
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,49958,35839
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,47766,38070
US-Canada Border,07/01/2000 12:00:00 AM,Buses,43510,28839
US-Canada Border,07/01/2000 12:00:00 AM,Trains,5536,5445
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,3078,2260
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,1204,1127
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,35901686,36015574
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,16756414,15265875
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,15555856,13357777
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,7589436,7173631
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,6540440,6264254
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,1445072,485340
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,1226680,1031306
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,1096538,675753
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,988562,571467
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,799220,647512
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,424502,331185
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,330664,277440
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,198644,127074
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,183302,94135
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,148858,94557
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,65432,41525
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,56902,39372
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,49802,35576
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,47922,30543
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,46644,37908
US-Canada Border,06/01/2000 12:00:00 AM,Buses,40628,28617
US-Canada Border,06/01/2000 12:00:00 AM,Trains,5514,5443
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,4872,2210
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,1554,1119
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,41777700,35904764
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,16106708,15249705
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,15872800,13309411
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,7433630,7168631
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,6173268,6266003
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,1270506,1026706
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,983724,563539
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,906506,671315
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,803352,644515
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,463066,485768
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,437974,329131
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,344410,276152
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,209178,125495
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,159372,92880
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,117302,94120
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,64968,41074
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,58786,35129
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,45120,30263
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,43446,37801
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,38260,39393
US-Canada Border,05/01/2000 12:00:00 AM,Buses,34612,28502
US-Canada Border,05/01/2000 12:00:00 AM,Trains,5684,5439
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,3664,2182
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,1180,1118
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,40791066,35808954
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,15344352,13269510
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,14713610,15260217
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,7316160,7165738
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,5733568,6276443
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,1149994,1024288
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,912874,556689
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,718478,643065
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,673394,671274
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,527088,484958
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,395380,327832
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,288614,275908
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,210254,123833
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,160016,91564
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,61240,40679
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,58726,94814
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,55024,34739
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,46156,37638
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,45996,29954
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,37894,39423
US-Canada Border,04/01/2000 12:00:00 AM,Buses,28530,28501
US-Canada Border,04/01/2000 12:00:00 AM,Trains,5518,5437
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,3488,2157
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,1168,1117
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,41095318,35703227
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,15581734,13223265
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,14000472,15285412
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,8396642,7141120
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,5718116,6287610
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,1273500,1019304
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,986244,548098
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,828824,639349
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,565646,673387
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,477664,485104
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,431920,325750
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,321164,275003
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,218342,121942
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,164622,90103
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,69702,40099
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,54564,34343
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,53102,95648
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,48012,29593
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,43520,37520
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,34766,39516
US-Canada Border,03/01/2000 12:00:00 AM,Buses,24088,28589
US-Canada Border,03/01/2000 12:00:00 AM,Trains,5946,5427
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,2444,2151
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,1160,1116
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,38192026,35652435
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,14442764,13198378
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,10885574,15375205
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,7739824,7128902
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,4956108,6314783
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,1147086,1016696
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,814306,542665
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,754592,636998
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,536536,676180
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,418024,486473
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,415146,323926
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,312082,274246
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,191236,120528
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,135932,89167
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,56072,39773
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,52274,96533
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,52174,33979
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,42560,29328
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,40936,37450
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,30674,39696
US-Canada Border,02/01/2000 12:00:00 AM,Buses,23128,28701
US-Canada Border,02/01/2000 12:00:00 AM,Trains,5436,5427
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,2182,2150
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,1034,1118
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,40144396,35558852
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,15107332,13158608
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,10644814,15473754
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,7925266,7112311
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,4828496,6345748
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,1125220,1014435
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,714852,635376
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,690402,539587
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,469848,680478
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,410590,488054
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,378368,322792
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,306866,273567
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,208718,118691
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,113606,88658
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,62268,39304
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,55410,33532
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,42228,37351
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,41810,97673
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,37482,29159
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,29494,39909
US-Canada Border,01/01/2000 12:00:00 AM,Buses,21068,28860
US-Canada Border,01/01/2000 12:00:00 AM,Trains,5146,5433
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,2074,2152
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,990,1120
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,42840922,35403915
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,15787788,13102668
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,12052330,15546551
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,8753416,7077394
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,5412394,6365606
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,1063266,1013397
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,811578,533800
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,705954,633874
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,469738,684962
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,432676,489232
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,374914,321683
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,317636,272629
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,184220,117297
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,129358,87792
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,81808,98011
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,55804,33058
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,51648,39041
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,46954,37146
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,35926,29015
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,32736,40061
US-Canada Border,12/01/1999 12:00:00 AM,Buses,20894,29029
US-Canada Border,12/01/1999 12:00:00 AM,Trains,5058,5441
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,2022,2155
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,980,1123
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,39344636,35318247
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,14647510,13069084
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,12699662,15608440
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,7439834,7069515
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,5628148,6381638
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,1198924,1009363
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,994972,523775
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,748208,631388
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,613736,686510
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,402730,491113
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,365202,320737
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,298348,272070
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,196918,115566
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,164270,86130
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,64564,98738
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,58760,38613
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,57602,32525
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,43356,37011
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,34242,28901
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,30318,40273
US-Canada Border,11/01/1999 12:00:00 AM,Buses,28556,29040
US-Canada Border,11/01/1999 12:00:00 AM,Trains,5372,5442
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,2664,2144
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,984,1126
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,41414028,35182785
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,15238878,13020867
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,14570076,15631514
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,7401542,7062136
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicles,6367796,6381945
US-Canada Border,10/01/1999 12:00:00 AM,Trucks,1203840,1005042
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Full,940460,514515
US-Canada Border,10/01/1999 12:00:00 AM,Bus Passengers,790636,684197
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,746358,628833
